Geneid	Chr	Start	End	Strand	Length	unmapped_Ac/bam/sorted/VG1_S1
PFLU_0513	NC_012660.1	582444	583055	+	612	36
PFLU_0514	NC_012660.1	583058	584119	-	1062	56
PFLU_0515	NC_012660.1	584183	585040	+	858	75
PFLU_0516	NC_012660.1	585031	585498	+	468	114
PFLU_0517	NC_012660.1	585517	586935	+	1419	391
PFLU_0518	NC_012660.1	586953	588851	+	1899	250
PFLU_0519	NC_012660.1	588854	589822	+	969	699
PFLU_0520	NC_012660.1	589920	590177	+	258	850
PFLU_0521	NC_012660.1	590193	591491	+	1299	608
PFLU_0522	NC_012660.1	591591	592763	+	1173	779
PFLU_0523	NC_012660.1	592763	593629	+	867	632
PFLU_0524	NC_012660.1	593927	595111	+	1185	253
PFLU_0525	NC_012660.1	595170	596456	+	1287	238
PFLU_0526	NC_012660.1	596599	598530	+	1932	74
PFLU_0527	NC_012660.1	598645	600207	-	1563	51
PFLU_0528	NC_012660.1	600210	601232	-	1023	91
PFLU_0530	NC_012660.1	601928	604561	+	2634	1542
PFLU_0531	NC_012660.1	604561	605313	+	753	292
PFLU_0533	NC_012660.1	605625	606044	+	420	795
PFLU_0534	NC_012660.1	606076	606303	+	228	375
PFLU_0535	NC_012660.1	606343	607233	+	891	1581
PFLU_0536	NC_012660.1	607255	607698	+	444	857
PFLU_0537	NC_012660.1	607812	609206	+	1395	172
PFLU_0538	NC_012660.1	609306	611606	+	2301	340
PFLU_0539	NC_012660.1	611830	612750	+	921	74
PFLU_0540	NC_012660.1	612746	613192	+	447	24
PFLU_0541	NC_012660.1	613384	616671	+	3288	178
PFLU_0542	NC_012660.1	616833	619316	+	2484	74
PFLU_0543	NC_012660.1	619316	620206	+	891	43
PFLU_0545	NC_012660.1	620777	621220	+	444	362
PFLU_0546	NC_012660.1	621422	622246	-	825	78
PFLU_0547	NC_012660.1	622253	623464	-	1212	73
PFLU_0548	NC_012660.1	623674	624561	-	888	22
PFLU_0549	NC_012660.1	624715	626202	+	1488	108
PFLU_0550	NC_012660.1	626317	627597	+	1281	60
PFLU_0551	NC_012660.1	627975	629105	+	1131	767
PFLU_0553	NC_012660.1	629310	630221	+	912	160
PFLU_0554	NC_012660.1	630227	631501	+	1275	178
PFLU_0555	NC_012660.1	631501	632373	+	873	127
PFLU_0556	NC_012660.1	632373	633086	+	714	156
PFLU_0557	NC_012660.1	633831	634595	+	765	84
PFLU_0558	NC_012660.1	634646	635563	+	918	79
PFLU_0559	NC_012660.1	635541	636656	-	1116	85
PFLU_0560	NC_012660.1	636841	637410	-	570	4
PFLU_0561	NC_012660.1	637436	638047	-	612	5
PFLU_0562	NC_012660.1	638063	638734	-	672	2
PFLU_0563	NC_012660.1	638734	639231	-	498	3
PFLU_0564	NC_012660.1	639508	640002	+	495	8
PFLU_0565	NC_012660.1	640014	640643	-	630	27
PFLU_0566	NC_012660.1	640617	641225	+	609	170
PFLU_0567	NC_012660.1	641618	643684	+	2067	282
PFLU_0568	NC_012660.1	643824	644351	-	528	624
PFLU_0569	NC_012660.1	644520	645407	+	888	36
PFLU_0570	NC_012660.1	645519	646391	-	873	27
PFLU_0571	NC_012660.1	646489	647274	+	786	32
PFLU_0572	NC_012660.1	647349	647648	+	300	83
PFLU_0573	NC_012660.1	647881	648891	+	1011	81
PFLU_0574	NC_012660.1	649022	650287	-	1266	34
PFLU_0575	NC_012660.1	650525	651466	+	942	70
PFLU_0576	NC_012660.1	651551	654775	+	3225	38
PFLU_0577	NC_012660.1	654775	656697	+	1923	15
PFLU_0578	NC_012660.1	656856	658553	-	1698	46
PFLU_0579	NC_012660.1	658673	658975	-	303	1
PFLU_0580	NC_012660.1	658975	659505	-	531	14
PFLU_0581	NC_012660.1	659514	660023	-	510	20
PFLU_0582	NC_012660.1	660036	660335	-	300	21
PFLU_0583	NC_012660.1	660484	661320	-	837	9
PFLU_0584	NC_012660.1	661354	662049	-	696	4
PFLU_0585	NC_012660.1	662103	662933	-	831	2
PFLU_0586	NC_012660.1	662933	663997	-	1065	4
PFLU_0587	NC_012660.1	664000	665505	-	1506	5
PFLU_0588	NC_012660.1	665586	666848	-	1263	21
PFLU_0589	NC_012660.1	667112	671725	+	4614	48
PFLU_0590	NC_012660.1	671749	672756	-	1008	5
PFLU_0591	NC_012660.1	672756	673700	-	945	8
PFLU_0592	NC_012660.1	673700	674479	-	780	7
PFLU_0593	NC_012660.1	674526	676631	-	2106	70
PFLU_0594	NC_012660.1	676785	678164	-	1380	42
PFLU_0595	NC_012660.1	678238	680310	-	2073	129
PFLU_0596	NC_012660.1	680392	680778	-	387	32
PFLU_0597	NC_012660.1	680793	681272	-	480	31
PFLU_0598	NC_012660.1	681322	681714	-	393	95
PFLU_0601	NC_012660.1	682250	682528	+	279	22
PFLU_0602	NC_012660.1	682654	683370	-	717	15
PFLU_0603	NC_012660.1	683370	684572	-	1203	36
PFLU_0604	NC_012660.1	684611	685954	+	1344	25
PFLU_0605	NC_012660.1	685950	686573	+	624	10
PFLU_0606	NC_012660.1	686576	687304	+	729	34
PFLU_0607	NC_012660.1	687307	688941	+	1635	44
PFLU_0608	NC_012660.1	689058	689957	+	900	4
PFLU_0609	NC_012660.1	689960	690553	-	594	30
PFLU_0610	NC_012660.1	690814	693639	-	2826	218
PFLU_0611	NC_012660.1	693700	694989	-	1290	115
PFLU_0612	NC_012660.1	695161	696765	-	1605	182
PFLU_0613	NC_012660.1	696850	697158	-	309	53
PFLU_0614	NC_012660.1	697167	698177	-	1011	723
PFLU_0615	NC_012660.1	698366	699595	-	1230	149
PFLU_0616	NC_012660.1	699629	700504	-	876	50
PFLU_0617	NC_012660.1	700802	702157	-	1356	879
PFLU_0618	NC_012660.1	702181	702639	-	459	122
PFLU_0619	NC_012660.1	702667	703119	-	453	288
PFLU_0620	NC_012660.1	703420	705378	-	1959	14
PFLU_0621	NC_012660.1	705435	707102	-	1668	83
PFLU_0623	NC_012660.1	707401	708465	+	1065	261
PFLU_0624	NC_012660.1	708471	709004	+	534	69
PFLU_0625	NC_012660.1	709202	709570	+	369	95
PFLU_0626	NC_012660.1	709717	711627	+	1911	231
PFLU_0627	NC_012660.1	711705	712595	+	891	22
PFLU_0628	NC_012660.1	712546	713880	-	1335	19
PFLU_0629	NC_012660.1	714180	719075	+	4896	325
PFLU_0630	NC_012660.1	719159	719449	-	291	41
PFLU_0631	NC_012660.1	719540	721867	+	2328	31
PFLU_0632	NC_012660.1	722017	722319	+	303	18
PFLU_0633	NC_012660.1	722319	723065	+	747	40
PFLU_0634	NC_012660.1	723093	723692	+	600	25
PFLU_0635	NC_012660.1	723741	724295	+	555	35
PFLU_0636	NC_012660.1	724512	726464	+	1953	268
PFLU_0637	NC_012660.1	726455	729190	-	2736	84
PFLU_0638	NC_012660.1	729190	729630	-	441	77
PFLU_0639	NC_012660.1	729703	730149	+	447	17
PFLU_0640	NC_012660.1	730279	731064	+	786	409
PFLU_0641	NC_012660.1	731083	731349	-	267	30
PFLU_0642	NC_012660.1	731356	732096	-	741	22
PFLU_0643	NC_012660.1	732107	733000	-	894	27
PFLU_0644	NC_012660.1	732996	733877	-	882	26
PFLU_0645	NC_012660.1	733888	735156	-	1269	65
PFLU_0646	NC_012660.1	735156	736346	-	1191	53
PFLU_0647	NC_012660.1	736346	737560	-	1215	49
PFLU_0648	NC_012660.1	737583	738521	-	939	280
PFLU_0649	NC_012660.1	738864	739052	+	189	529
PFLU_0650	NC_012660.1	739114	739527	+	414	101
PFLU_0651	NC_012660.1	739754	741451	-	1698	130
PFLU_0652	NC_012660.1	741623	743104	-	1482	14
PFLU_0653	NC_012660.1	743411	744256	-	846	84
PFLU_0654	NC_012660.1	744262	745602	-	1341	50
PFLU_0655	NC_012660.1	745717	746991	+	1275	126
PFLU_0656	NC_012660.1	747129	748025	+	897	189
PFLU_0657	NC_012660.1	748177	748575	-	399	20
PFLU_0658	NC_012660.1	748575	750773	-	2199	16
PFLU_0659	NC_012660.1	750843	751220	-	378	31
PFLU_0660	NC_012660.1	751368	751562	+	195	0
PFLU_0661	NC_012660.1	751651	752841	+	1191	84
PFLU_0662	NC_012660.1	752856	753035	-	180	188
PFLU_0663	NC_012660.1	753185	754195	-	1011	40
PFLU_0664	NC_012660.1	754223	754513	-	291	26
PFLU_0665	NC_012660.1	754631	755554	+	924	15
PFLU_0666	NC_012660.1	755694	756380	+	687	12
PFLU_0667	NC_012660.1	756489	757439	-	951	86
PFLU_0668	NC_012660.1	757634	758722	+	1089	110
PFLU_0669	NC_012660.1	758866	760221	-	1356	29
PFLU_0670	NC_012660.1	760418	761101	-	684	67
PFLU_0671	NC_012660.1	761154	761732	-	579	26
PFLU_0672	NC_012660.1	761748	762404	-	657	49
PFLU_0673	NC_012660.1	762495	763886	-	1392	35
PFLU_0674	NC_012660.1	763978	764895	-	918	28
PFLU_0675	NC_012660.1	765022	766368	+	1347	187
PFLU_0676	NC_012660.1	766411	767901	+	1491	176
PFLU_0677	NC_012660.1	773907	774563	+	657	185
PFLU_0678	NC_012660.1	774553	775173	+	621	45
PFLU_0679	NC_012660.1	775169	777469	+	2301	249
PFLU_0680	NC_012660.1	777648	780485	-	2838	265
PFLU_0681	NC_012660.1	780485	781189	-	705	27
PFLU_0682	NC_012660.1	781182	782456	-	1275	137
PFLU_0683	NC_012660.1	782605	783387	+	783	47
PFLU_0684	NC_012660.1	783383	783832	+	450	30
PFLU_0685	NC_012660.1	783960	784367	-	408	141
PFLU_0686	NC_012660.1	784500	785141	+	642	94
PFLU_0687	NC_012660.1	785144	785662	-	519	63
PFLU_0688	NC_012660.1	785812	786978	-	1167	129
PFLU_0689	NC_012660.1	787104	788801	-	1698	25
PFLU_0690	NC_012660.1	788898	789215	-	318	6
PFLU_0691	NC_012660.1	789344	790759	-	1416	101
PFLU_0692	NC_012660.1	790945	792246	+	1302	24
PFLU_0693	NC_012660.1	792321	793454	+	1134	106
PFLU_0694	NC_012660.1	793454	793948	+	495	35
PFLU_0695	NC_012660.1	793996	795612	-	1617	42
PFLU_0696	NC_012660.1	795624	796526	+	903	12
PFLU_0697	NC_012660.1	796639	797859	+	1221	7
PFLU_0698	NC_012660.1	797881	798984	+	1104	3
PFLU_0699	NC_012660.1	799006	802149	+	3144	15
PFLU_0700	NC_012660.1	802070	803503	-	1434	9
PFLU_0701	NC_012660.1	803503	804174	-	672	3
PFLU_0702	NC_012660.1	804523	805839	-	1317	12
PFLU_0703	NC_012660.1	806063	806392	+	330	3
PFLU_0704	NC_012660.1	806503	807816	+	1314	9
PFLU_0705	NC_012660.1	807938	808744	-	807	25
PFLU_0706	NC_012660.1	809019	810110	+	1092	84
PFLU_0707	NC_012660.1	810271	812097	-	1827	58
PFLU_0708	NC_012660.1	812306	816628	+	4323	61
PFLU_0709	NC_012660.1	816987	817535	-	549	54
PFLU_0712	NC_012660.1	818501	818926	+	426	4
PFLU_0713	NC_012660.1	818866	819381	+	516	3
PFLU_0714	NC_012660.1	819381	820391	+	1011	10
PFLU_0715	NC_012660.1	820391	821041	+	651	2
PFLU_0716	NC_012660.1	821052	821312	+	261	0
PFLU_0717	NC_012660.1	821326	822111	+	786	11
PFLU_0718	NC_012660.1	822111	823205	+	1095	10
PFLU_0719	NC_012660.1	823212	823559	-	348	0
PFLU_0720	NC_012660.1	823574	823774	-	201	2
PFLU_0721	NC_012660.1	823774	825912	-	2139	39
PFLU_0722	NC_012660.1	825930	826319	-	390	36
PFLU_0723	NC_012660.1	826324	826536	-	213	17
PFLU_0724	NC_012660.1	826646	827218	-	573	30
PFLU_0725	NC_012660.1	827221	827799	-	579	9
PFLU_0726	NC_012660.1	827792	828604	-	813	16
PFLU_0727	NC_012660.1	828592	829062	-	471	10
PFLU_0728	NC_012660.1	829444	830358	-	915	39
PFLU_0729	NC_012660.1	830663	831760	-	1098	106
PFLU_0730	NC_012660.1	831785	832366	-	582	114
PFLU_0731	NC_012660.1	832538	833137	-	600	591
PFLU_0732	NC_012660.1	833278	834216	-	939	698
PFLU_0733	NC_012660.1	834377	835225	-	849	4153
PFLU_0734	NC_012660.1	835230	835844	-	615	130
PFLU_0735	NC_012660.1	835852	837573	-	1722	386
PFLU_0737	NC_012660.1	837756	839042	+	1287	146
PFLU_0738	NC_012660.1	839042	840121	+	1080	144
PFLU_0739	NC_012660.1	840125	840952	+	828	49
PFLU_0740	NC_012660.1	840949	841701	+	753	88
PFLU_0741	NC_012660.1	841697	842488	+	792	42
PFLU_0742	NC_012660.1	842595	843119	+	525	365
PFLU_0743	NC_012660.1	843262	843597	-	336	48
PFLU_0744	NC_012660.1	843622	844098	-	477	75
PFLU_0745	NC_012660.1	844094	845362	-	1269	325
PFLU_0746	NC_012660.1	845352	846158	-	807	149
PFLU_0747	NC_012660.1	846158	847402	-	1245	196
PFLU_0748	NC_012660.1	847402	848181	-	780	184
PFLU_0749	NC_012660.1	848181	848600	-	420	84
PFLU_0750	NC_012660.1	848596	850038	-	1443	211
PFLU_0751	NC_012660.1	850042	850968	-	927	193
PFLU_0752	NC_012660.1	850975	851931	-	957	286
PFLU_0753	NC_012660.1	852046	852258	-	213	6
PFLU_0754	NC_012660.1	852258	853241	-	984	151
PFLU_0755	NC_012660.1	853451	854347	+	897	163
PFLU_0756	NC_012660.1	854365	855387	+	1023	113
PFLU_0757	NC_012660.1	855454	857547	-	2094	68
PFLU_0758	NC_012660.1	857663	858814	-	1152	77
PFLU_0759	NC_012660.1	858916	859671	+	756	27
PFLU_0760	NC_012660.1	859811	860725	+	915	147
PFLU_0761	NC_012660.1	860738	862633	+	1896	193
PFLU_0762	NC_012660.1	862814	863710	-	897	34
PFLU_0763	NC_012660.1	863714	865810	-	2097	123
PFLU_0763A	NC_012660.1	865893	866180	-	288	20
PFLU_0764	NC_012660.1	866179	866661	+	483	678
PFLU_0765	NC_012660.1	867028	867303	-	276	1182
PFLU_0766	NC_012660.1	867557	869092	+	1536	83
PFLU_0767	NC_012660.1	869215	870150	+	936	363
PFLU_0768	NC_012660.1	870168	872996	+	2829	927
PFLU_0769	NC_012660.1	872992	873501	+	510	69
PFLU_0770	NC_012660.1	873497	873946	+	450	206
PFLU_0771	NC_012660.1	874131	875075	+	945	203
PFLU_0772	NC_012660.1	875035	875613	-	579	18
PFLU_0773	NC_012660.1	875831	876289	+	459	11
PFLU_0774	NC_012660.1	876289	876993	+	705	9
PFLU_0775	NC_012660.1	877004	877531	+	528	1
PFLU_0776	NC_012660.1	877557	877955	+	399	7
PFLU_0777	NC_012660.1	878021	879127	+	1107	43
PFLU_0778	NC_012660.1	879120	879350	-	231	28
PFLU_0779	NC_012660.1	879477	880499	-	1023	335
PFLU_0780	NC_012660.1	880649	881608	+	960	182
PFLU_0781	NC_012660.1	881608	882330	+	723	42
PFLU_0782	NC_012660.1	882480	885041	+	2562	391
PFLU_0783	NC_012660.1	885910	887205	-	1296	170
PFLU_0784	NC_012660.1	887269	887439	-	171	31
PFLU_0785	NC_012660.1	887497	888123	-	627	40
PFLU_0786	NC_012660.1	888228	888914	+	687	58
PFLU_0787	NC_012660.1	888993	889205	+	213	19
PFLU_0788	NC_012660.1	889208	889405	-	198	14
PFLU_0789	NC_012660.1	889405	890025	-	621	57
PFLU_0790	NC_012660.1	890025	890888	-	864	63
PFLU_0791	NC_012660.1	890888	892036	-	1149	49
PFLU_0793	NC_012660.1	892287	892706	+	420	45
PFLU_0794	NC_012660.1	892746	894143	+	1398	41
PFLU_0795	NC_012660.1	894427	894729	+	303	155
PFLU_0796	NC_012660.1	895542	896387	-	846	73
PFLU_0797	NC_012660.1	896634	898781	+	2148	110
PFLU_0798	NC_012660.1	898846	899406	+	561	57
PFLU_0799	NC_012660.1	899406	900239	+	834	41
PFLU_0800	NC_012660.1	900473	902500	+	2028	61
PFLU_0801	NC_012660.1	902633	903058	+	426	30
PFLU_0802	NC_012660.1	903014	903787	-	774	78
PFLU_0803	NC_012660.1	903793	904785	-	993	167
PFLU_0804	NC_012660.1	905079	907934	+	2856	60
PFLU_0805	NC_012660.1	907938	908855	+	918	21
PFLU_0806	NC_012660.1	908867	910579	+	1713	30
PFLU_0807	NC_012660.1	910775	912313	+	1539	14
PFLU_0808	NC_012660.1	912390	914912	-	2523	48
PFLU_0809	NC_012660.1	915019	915285	+	267	4
PFLU_0810	NC_012660.1	915446	916930	+	1485	88
PFLU_0811	NC_012660.1	916978	918138	-	1161	408
PFLU_0812	NC_012660.1	918617	919771	-	1155	33
PFLU_0813	NC_012660.1	919771	920421	-	651	25
PFLU_0814	NC_012660.1	920437	921327	-	891	9
PFLU_0815	NC_012660.1	921351	922064	-	714	52
PFLU_0816	NC_012660.1	922396	923976	+	1581	145
PFLU_0817	NC_012660.1	924239	924481	+	243	109
PFLU_0818	NC_012660.1	924583	924843	+	261	195
PFLU_0819	NC_012660.1	925075	926043	-	969	215
PFLU_0820	NC_012660.1	926046	927011	-	966	168
PFLU_0821	NC_012660.1	927025	927939	-	915	175
PFLU_0822	NC_012660.1	927947	928954	-	1008	223
PFLU_0823	NC_012660.1	929033	930628	-	1596	844
PFLU_0824	NC_012660.1	930712	932106	-	1395	1673
PFLU_0825	NC_012660.1	932280	933881	-	1602	726
PFLU_0826	NC_012660.1	934189	935814	-	1626	2889
PFLU_0827	NC_012660.1	936076	937674	-	1599	313
PFLU_0828	NC_012660.1	937768	938478	-	711	420
PFLU_0829	NC_012660.1	938683	939942	+	1260	40
PFLU_0830	NC_012660.1	939938	940495	+	558	40
PFLU_0831	NC_012660.1	940596	942317	+	1722	458
PFLU_0832	NC_012660.1	942448	942882	-	435	218
PFLU_0833	NC_012660.1	943030	943656	+	627	104
PFLU_0834	NC_012660.1	943684	945036	+	1353	130
PFLU_0835	NC_012660.1	945118	946209	+	1092	99
PFLU_0836	NC_012660.1	946360	947352	-	993	126
PFLU_0837	NC_012660.1	947498	948631	+	1134	163
PFLU_0838	NC_012660.1	948743	949780	-	1038	411
PFLU_0839	NC_012660.1	950029	950454	+	426	2025
PFLU_0840	NC_012660.1	950472	950861	+	390	1719
PFLU_0841	NC_012660.1	951132	951722	+	591	586
PFLU_0842	NC_012660.1	951722	952933	+	1212	308
PFLU_0843	NC_012660.1	952936	953712	+	777	1087
PFLU_0844	NC_012660.1	953865	954479	+	615	110
PFLU_0845	NC_012660.1	954500	954916	+	417	161
PFLU_0846	NC_012660.1	955077	955823	+	747	187
PFLU_0848	NC_012660.1	956235	957389	-	1155	1151
PFLU_0849	NC_012660.1	957634	958542	+	909	24
PFLU_0850	NC_012660.1	958600	960042	+	1443	35
PFLU_0851	NC_012660.1	960188	961549	+	1362	93
PFLU_0852	NC_012660.1	961561	963114	+	1554	53
PFLU_0853	NC_012660.1	963136	963837	-	702	23
PFLU_0854	NC_012660.1	963837	964697	-	861	12
PFLU_0855	NC_012660.1	964726	965322	-	597	18
PFLU_0856	NC_012660.1	965631	966569	+	939	65
PFLU_0857	NC_012660.1	966683	967063	-	381	40
PFLU_0858	NC_012660.1	967063	968106	-	1044	52
PFLU_0859	NC_012660.1	968168	968536	-	369	30
PFLU_0860	NC_012660.1	968712	970154	-	1443	278
PFLU_0861	NC_012660.1	970168	971616	-	1449	242
PFLU_0862	NC_012660.1	971636	971920	-	285	81
PFLU_0863	NC_012660.1	972131	973165	+	1035	875
PFLU_0864	NC_012660.1	973339	974379	+	1041	111
PFLU_0865	NC_012660.1	974382	974867	+	486	24
PFLU_0866	NC_012660.1	974922	975515	+	594	82
PFLU_0867	NC_012660.1	975589	977043	+	1455	102
PFLU_0868	NC_012660.1	977123	980935	+	3813	307
PFLU_0869	NC_012660.1	980987	981832	+	846	128
PFLU_0870	NC_012660.1	981852	983291	+	1440	122
PFLU_0871	NC_012660.1	983298	983954	+	657	295
PFLU_0872	NC_012660.1	983958	985313	+	1356	81
PFLU_0873	NC_012660.1	985469	985861	+	393	51
PFLU_0874	NC_012660.1	985857	987230	+	1374	130
PFLU_0875	NC_012660.1	987261	987686	+	426	32
PFLU_0876	NC_012660.1	987691	988299	+	609	45
PFLU_0877	NC_012660.1	988336	989226	+	891	30
PFLU_0878	NC_012660.1	989269	989538	-	270	35
PFLU_0879	NC_012660.1	989558	990412	-	855	354
PFLU_0880	NC_012660.1	990418	990879	-	462	229
PFLU_0881	NC_012660.1	990893	991195	-	303	831
PFLU_0882	NC_012660.1	991346	992836	-	1491	660
PFLU_0883	NC_012660.1	993025	993747	-	723	182
PFLU_0884	NC_012660.1	993750	994280	-	531	192
PFLU_0885	NC_012660.1	994270	994839	-	570	154
PFLU_0886	NC_012660.1	994851	995372	-	522	76
PFLU_0887	NC_012660.1	995376	996347	-	972	106
PFLU_0888	NC_012660.1	996670	997476	+	807	238
PFLU_0889	NC_012660.1	997479	998273	+	795	128
PFLU_0890	NC_012660.1	998276	998740	+	465	300
PFLU_0891	NC_012660.1	998755	999399	+	645	288
PFLU_0892	NC_012660.1	999399	999701	+	303	56
PFLU_0893	NC_012660.1	999819	1000055	+	237	146
PFLU_0894	NC_012660.1	1000082	1001344	+	1263	434
PFLU_0895	NC_012660.1	1001582	1002214	+	633	236
PFLU_0896	NC_012660.1	1002592	1003911	+	1320	96
PFLU_0897	NC_012660.1	1003918	1004967	+	1050	72
PFLU_0898	NC_012660.1	1005042	1006313	-	1272	130
PFLU_0899	NC_012660.1	1006319	1006954	-	636	115
PFLU_0900	NC_012660.1	1007119	1007673	+	555	52
PFLU_0901	NC_012660.1	1007680	1008144	+	465	29
PFLU_0902	NC_012660.1	1008183	1008665	+	483	29
PFLU_0903	NC_012660.1	1008799	1009083	+	285	226
PFLU_0904	NC_012660.1	1009159	1010664	-	1506	375
PFLU_0905	NC_012660.1	1010668	1010856	-	189	132
PFLU_0906	NC_012660.1	1011060	1011377	+	318	242
PFLU_0907	NC_012660.1	1011392	1011631	-	240	8
PFLU_0908	NC_012660.1	1011817	1012401	+	585	264
PFLU_0909	NC_012660.1	1012466	1012672	-	207	11
PFLU_0910	NC_012660.1	1012855	1013109	+	255	1508
PFLU_0912	NC_012660.1	1013235	1014398	-	1164	325
PFLU_0913	NC_012660.1	1014529	1014708	+	180	20
PFLU_0914	NC_012660.1	1014723	1014980	+	258	20
PFLU_0915	NC_012660.1	1015020	1015637	+	618	54
PFLU_0916	NC_012660.1	1015722	1017857	-	2136	47
PFLU_0917	NC_012660.1	1018094	1018915	+	822	163
PFLU_0918	NC_012660.1	1019016	1019597	-	582	20
PFLU_0919	NC_012660.1	1019861	1020856	-	996	74
PFLU_0920	NC_012660.1	1020890	1021852	-	963	50
PFLU_0921	NC_012660.1	1021926	1022567	+	642	54
PFLU_0922	NC_012660.1	1022702	1024381	+	1680	174
PFLU_0923	NC_012660.1	1024716	1026572	+	1857	555
PFLU_0924	NC_012660.1	1026604	1027965	+	1362	538
PFLU_0925	NC_012660.1	1028194	1030920	+	2727	174
PFLU_0926	NC_012660.1	1030939	1031517	-	579	26
PFLU_0927	NC_012660.1	1031517	1033169	-	1653	36
PFLU_0928	NC_012660.1	1033153	1033806	-	654	25
PFLU_0929	NC_012660.1	1033794	1034381	-	588	36
PFLU_0930	NC_012660.1	1034544	1035185	+	642	19
PFLU_0931	NC_012660.1	1035387	1036157	+	771	584
PFLU_0932	NC_012660.1	1036225	1036803	-	579	77
PFLU_0933	NC_012660.1	1036803	1037393	-	591	129
PFLU_0934	NC_012660.1	1037432	1037545	+	114	9
PFLU_0935	NC_012660.1	1037588	1037755	+	168	58
PFLU_0936	NC_012660.1	1037860	1039668	-	1809	308
PFLU_0937	NC_012660.1	1039869	1040747	+	879	204
PFLU_0938	NC_012660.1	1041555	1042007	+	453	496
PFLU_0939	NC_012660.1	1042007	1042951	+	945	383
PFLU_0940	NC_012660.1	1042951	1043241	+	291	47
PFLU_0941	NC_012660.1	1043241	1044983	+	1743	322
PFLU_0942	NC_012660.1	1044986	1046446	+	1461	257
PFLU_0943	NC_012660.1	1046442	1047809	+	1368	205
PFLU_0944	NC_012660.1	1047812	1048891	+	1080	195
PFLU_0945	NC_012660.1	1048901	1050244	+	1344	295
PFLU_0946	NC_012660.1	1050244	1051464	+	1221	162
PFLU_0947	NC_012660.1	1051457	1052524	+	1068	139
PFLU_0948	NC_012660.1	1052520	1053962	+	1443	276
PFLU_0949	NC_012660.1	1053962	1054915	+	954	204
PFLU_0950	NC_012660.1	1054922	1055788	+	867	182
PFLU_0951	NC_012660.1	1055807	1057066	+	1260	204
PFLU_0952	NC_012660.1	1057136	1058338	+	1203	902
PFLU_0953	NC_012660.1	1058454	1059362	+	909	875
PFLU_0954	NC_012660.1	1059729	1060199	+	471	63
PFLU_0955	NC_012660.1	1060267	1061196	+	930	94
PFLU_0956	NC_012660.1	1061271	1062761	-	1491	73
PFLU_0957	NC_012660.1	1062850	1064169	-	1320	17
PFLU_0958	NC_012660.1	1064585	1065946	-	1362	48
PFLU_0959	NC_012660.1	1065939	1066628	-	690	8
PFLU_0960	NC_012660.1	1066658	1069750	-	3093	32
PFLU_0961	NC_012660.1	1069750	1070913	-	1164	16
PFLU_0962	NC_012660.1	1071128	1071358	+	231	20
PFLU_0963	NC_012660.1	1071526	1072293	+	768	18
PFLU_0964	NC_012660.1	1072334	1073074	-	741	46
PFLU_0965	NC_012660.1	1073186	1073665	-	480	8
PFLU_0966	NC_012660.1	1073672	1074571	-	900	33
PFLU_0968	NC_012660.1	1074783	1075754	-	972	73
PFLU_0969	NC_012660.1	1075894	1076859	-	966	113
PFLU_0970	NC_012660.1	1076982	1078550	+	1569	9
PFLU_0971	NC_012660.1	1078561	1080738	+	2178	8
PFLU_0972	NC_012660.1	1080731	1080928	+	198	0
PFLU_0973	NC_012660.1	1080942	1081802	+	861	2
PFLU_0974	NC_012660.1	1082221	1082619	-	399	4
PFLU_0975	NC_012660.1	1082707	1083516	-	810	28
PFLU_0976	NC_012660.1	1083534	1083995	-	462	26
PFLU_0977	NC_012660.1	1084173	1084583	+	411	16
PFLU_0978	NC_012660.1	1084824	1085315	+	492	8
PFLU_0979	NC_012660.1	1085409	1086857	-	1449	525
PFLU_0980	NC_012660.1	1087032	1087682	-	651	130
PFLU_0981	NC_012660.1	1087702	1088883	-	1182	94
PFLU_0982	NC_012660.1	1088898	1090427	-	1530	134
PFLU_0983	NC_012660.1	1090586	1091704	-	1119	102
PFLU_0984	NC_012660.1	1091704	1093158	-	1455	84
PFLU_0985	NC_012660.1	1093164	1094750	-	1587	86
PFLU_0986	NC_012660.1	1094753	1096237	-	1485	79
PFLU_0987	NC_012660.1	1096237	1097613	-	1377	85
PFLU_0988	NC_012660.1	1097787	1098950	-	1164	68
PFLU_0989	NC_012660.1	1098991	1100478	-	1488	100
PFLU_0990	NC_012660.1	1100556	1101869	-	1314	218
PFLU_0992	NC_012660.1	1102709	1103485	-	777	92
PFLU_0993	NC_012660.1	1103605	1104726	+	1122	65
PFLU_0994	NC_012660.1	1105069	1106460	+	1392	796
PFLU_0995	NC_012660.1	1106552	1107022	+	471	42
PFLU_0996	NC_012660.1	1107022	1107261	+	240	23
PFLU_0997	NC_012660.1	1107267	1107713	+	447	66
PFLU_0998	NC_012660.1	1107867	1109087	-	1221	218
PFLU_0999	NC_012660.1	1109433	1110086	-	654	90
PFLU_1000	NC_012660.1	1110431	1111459	+	1029	1145
PFLU_1001	NC_012660.1	1111535	1112713	+	1179	177
PFLU_1002	NC_012660.1	1112727	1113821	+	1095	256
PFLU_1003	NC_012660.1	1113836	1114597	+	762	271
PFLU_1004	NC_012660.1	1114833	1115321	-	489	116
PFLU_1005	NC_012660.1	1115321	1115629	-	309	40
PFLU_1006	NC_012660.1	1115788	1116444	+	657	35
PFLU_1007	NC_012660.1	1116437	1117699	+	1263	66
PFLU_1008	NC_012660.1	1117700	1118335	-	636	9
