Locus Tag,Locus_Tag,Gene Name,Product Description,GO Term
PFLU0144,PFLU_0144,pgaB,outer membrane N-deacetylase,cell adhesion involved in biofilm formation
PFLU0144,PFLU_0144,pgaB,outer membrane N-deacetylase,catalytic activity
PFLU0145,PFLU_0145,PFLU_0145,N-glycosyltransferase,acetylglucosaminyltransferase activity
PFLU0145,PFLU_0145,PFLU_0145,N-glycosyltransferase,cell adhesion involved in biofilm formation
PFLU0146,PFLU_0146,PFLU_0146,hypothetical protein,cell adhesion involved in single-species biofilm formation
PFLU0147,PFLU_0147,PFLU_0147,putative exported adhesin activator,protein transport
PFLU0148A,PFLU_0148A,PFLU_0148A,putative transposase,DNA binding
PFLU0148A,PFLU_0148A,PFLU_0148A,putative transposase,transposase activity
PFLU0148A,PFLU_0148A,PFLU_0148A,putative transposase,"transposition, DNA-mediated"
PFLU0154,PFLU_0154,PFLU_0154,putative signal peptidase,proteolysis
PFLU0154,PFLU_0154,PFLU_0154,putative signal peptidase,serine-type peptidase activity
PFLU0154,PFLU_0154,PFLU_0154,putative signal peptidase,membrane
PFLU0154,PFLU_0154,PFLU_0154,putative signal peptidase,integral component of membrane
PFLU0162,PFLU_0162,PFLU_0162,putative lipoprotein,outer membrane-bounded periplasmic space
PFLU0166,PFLU_0166,PFLU_0166,RNA polymerase sigma factor,DNA binding
PFLU0166,PFLU_0166,PFLU_0166,RNA polymerase sigma factor,DNA-binding transcription factor activity
PFLU0166,PFLU_0166,PFLU_0166,RNA polymerase sigma factor,"DNA-templated transcription, initiation"
PFLU0166,PFLU_0166,PFLU_0166,RNA polymerase sigma factor,"regulation of transcription, DNA-templated"
PFLU0166,PFLU_0166,PFLU_0166,RNA polymerase sigma factor,sigma factor activity
PFLU0174,PFLU_0174,PFLU_0174,hypothetical protein,DNA binding
PFLU0174,PFLU_0174,PFLU_0174,hypothetical protein,DNA replication
PFLU0174,PFLU_0174,PFLU_0174,hypothetical protein,zinc ion binding
PFLU0179,PFLU_0179,PFLU_0179,putative phage integrase,DNA binding
PFLU0179,PFLU_0179,PFLU_0179,putative phage integrase,DNA recombination
PFLU0179,PFLU_0179,PFLU_0179,putative phage integrase,DNA integration
PFLU0180,PFLU_0180,gabD,succinate-semialdehyde dehydrogenase I,oxidoreductase activity
PFLU0180,PFLU_0180,gabD,succinate-semialdehyde dehydrogenase I,oxidation-reduction process
PFLU0180,PFLU_0180,gabD,succinate-semialdehyde dehydrogenase I,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
PFLU0180,PFLU_0180,gabD,succinate-semialdehyde dehydrogenase I,gamma-aminobutyric acid catabolic process
PFLU0180,PFLU_0180,gabD,succinate-semialdehyde dehydrogenase I,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU0181,PFLU_0181,gabT,4-aminobutyrate aminotransferase,transaminase activity
PFLU0181,PFLU_0181,gabT,4-aminobutyrate aminotransferase,pyridoxal phosphate binding
PFLU0181,PFLU_0181,gabT,4-aminobutyrate aminotransferase,4-aminobutyrate transaminase activity
PFLU0181,PFLU_0181,gabT,4-aminobutyrate aminotransferase,gamma-aminobutyric acid metabolic process
PFLU0181,PFLU_0181,gabT,4-aminobutyrate aminotransferase,catalytic activity
PFLU0182,PFLU_0182,PFLU_0182,putative response regulator,phosphorelay signal transduction system
PFLU0183,PFLU_0183,PFLU_0183,hypothetical protein,protein binding
PFLU0184,PFLU_0184,PFLU_0184,putative fatty acid desaturase,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"
PFLU0184,PFLU_0184,PFLU_0184,putative fatty acid desaturase,oxidation-reduction process
PFLU0184,PFLU_0184,PFLU_0184,putative fatty acid desaturase,lipid metabolic process
PFLU0187,PFLU_0187,sbp,sulfate ABC transporter sulfate-binding protein,sulfur compound binding
PFLU0187,PFLU_0187,sbp,sulfate ABC transporter sulfate-binding protein,sulfate transport
PFLU0187,PFLU_0187,sbp,sulfate ABC transporter sulfate-binding protein,ATPase-coupled sulfate transmembrane transporter activity
PFLU0188,PFLU_0188,cysU,sulfate ABC transporter permease,plasma membrane
PFLU0188,PFLU_0188,cysU,sulfate ABC transporter permease,sulfate transport
PFLU0188,PFLU_0188,cysU,sulfate ABC transporter permease,ATPase-coupled sulfate transmembrane transporter activity
PFLU0188,PFLU_0188,cysU,sulfate ABC transporter permease,membrane
PFLU0188,PFLU_0188,cysU,sulfate ABC transporter permease,transmembrane transport
PFLU0189,PFLU_0189,cysW,sulfate ABC transporter permease,membrane
PFLU0189,PFLU_0189,cysW,sulfate ABC transporter permease,transmembrane transport
PFLU0189,PFLU_0189,cysW,sulfate ABC transporter permease,plasma membrane
PFLU0189,PFLU_0189,cysW,sulfate ABC transporter permease,sulfate transport
PFLU0189,PFLU_0189,cysW,sulfate ABC transporter permease,ATPase-coupled sulfate transmembrane transporter activity
PFLU0190,PFLU_0190,cysA,sulfate/thiosulfate ABC transporter ATP-binding protein,ATP binding
PFLU0190,PFLU_0190,cysA,sulfate/thiosulfate ABC transporter ATP-binding protein,ATPase activity
PFLU0190,PFLU_0190,cysA,sulfate/thiosulfate ABC transporter ATP-binding protein,sulfate transport
PFLU0190,PFLU_0190,cysA,sulfate/thiosulfate ABC transporter ATP-binding protein,ATPase-coupled sulfate transmembrane transporter activity
PFLU0190,PFLU_0190,cysA,sulfate/thiosulfate ABC transporter ATP-binding protein,membrane
PFLU0190,PFLU_0190,cysA,sulfate/thiosulfate ABC transporter ATP-binding protein,ATP-binding cassette (ABC) transporter complex
PFLU0192,PFLU_0192,PFLU_0192,putative regulatory protein,DNA binding
PFLU0192,PFLU_0192,PFLU_0192,putative regulatory protein,"regulation of transcription, DNA-templated"
PFLU0193,PFLU_0193,PFLU_0193,hypothetical protein,purine nucleobase metabolic process
PFLU0193,PFLU_0193,PFLU_0193,hypothetical protein,hydroxyisourate hydrolase activity
PFLU0196,PFLU_0196,PFLU_0196,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU0196,PFLU_0196,PFLU_0196,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU0196,PFLU_0196,PFLU_0196,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU0196,PFLU_0196,PFLU_0196,AraC family transcriptional regulator,DNA binding
PFLU0197,PFLU_0197,PFLU_0197,hypothetical protein,lipid metabolic process
PFLU0198,PFLU_0198,atsA,arylsulfatase,sulfuric ester hydrolase activity
PFLU0198,PFLU_0198,atsA,arylsulfatase,catalytic activity
PFLU0199,PFLU_0199,PFLU_0199,putative ABC sulfur transporter ATP-binding protein,ATP binding
PFLU0199,PFLU_0199,PFLU_0199,putative ABC sulfur transporter ATP-binding protein,ATPase activity
PFLU0200,PFLU_0200,PFLU_0200,putative ABC sulfur transporter membrane protein,membrane
PFLU0200,PFLU_0200,PFLU_0200,putative ABC sulfur transporter membrane protein,transmembrane transport
PFLU0202,PFLU_0202,PFLU_0202,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU0202,PFLU_0202,PFLU_0202,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU0203,PFLU_0203,PFLU_0203,putative taurine dioxygenase,oxidoreductase activity
PFLU0203,PFLU_0203,PFLU_0203,putative taurine dioxygenase,oxidation-reduction process
PFLU0204,PFLU_0204,PFLU_0204,putative sulfatase,sulfuric ester hydrolase activity
PFLU0204,PFLU_0204,PFLU_0204,putative sulfatase,catalytic activity
PFLU0205,PFLU_0205,PFLU_0205,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU0205,PFLU_0205,PFLU_0205,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU0207,PFLU_0207,PFLU_0207,putative transporter-like membrane protein,integral component of plasma membrane
PFLU0207,PFLU_0207,PFLU_0207,putative transporter-like membrane protein,transmembrane transport
PFLU0208,PFLU_0208,PFLU_0208,LysR family transcriptional regulator,DNA-binding transcription factor activity
PFLU0208,PFLU_0208,PFLU_0208,LysR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU0209,PFLU_0209,PFLU_0209,putative TonB-dependent membrane protein,siderophore transmembrane transporter activity
PFLU0209,PFLU_0209,PFLU_0209,putative TonB-dependent membrane protein,siderophore transport
PFLU0209,PFLU_0209,PFLU_0209,putative TonB-dependent membrane protein,outer membrane-bounded periplasmic space
PFLU0209,PFLU_0209,PFLU_0209,putative TonB-dependent membrane protein,energy transducer activity
PFLU0209,PFLU_0209,PFLU_0209,putative TonB-dependent membrane protein,transmembrane transport
PFLU0210,PFLU_0210,PFLU_0210,putative TonB-dependent membrane protein,transmembrane transport
PFLU0211,PFLU_0211,PFLU_0211,putative transporter-like membrane protein,transmembrane transporter activity
PFLU0211,PFLU_0211,PFLU_0211,putative transporter-like membrane protein,transmembrane transport
PFLU0213,PFLU_0213,PFLU_0213,hypothetical protein,hydrolase activity
PFLU0214,PFLU_0214,PFLU_0214,putative sigma-54 dependent regulatory protein,ATP binding
PFLU0214,PFLU_0214,PFLU_0214,putative sigma-54 dependent regulatory protein,"regulation of transcription, DNA-templated"
PFLU0214,PFLU_0214,PFLU_0214,putative sigma-54 dependent regulatory protein,transcription factor binding
PFLU0219,PFLU_0219,PFLU_0219,hypothetical protein,"regulation of transcription, DNA-templated"
PFLU0227,PFLU_0227,PFLU_0227,putative amino acid transporter membrane protein,membrane
PFLU0227,PFLU_0227,PFLU_0227,putative amino acid transporter membrane protein,transmembrane transport
PFLU0227,PFLU_0227,PFLU_0227,putative amino acid transporter membrane protein,integral component of membrane
PFLU0227,PFLU_0227,PFLU_0227,putative amino acid transporter membrane protein,transmembrane transporter activity
PFLU0227,PFLU_0227,PFLU_0227,putative amino acid transporter membrane protein,ATP-binding cassette (ABC) transporter complex
PFLU0227,PFLU_0227,PFLU_0227,putative amino acid transporter membrane protein,nitrogen compound transport
PFLU0228,PFLU_0228,PFLU_0228,putative amino acid ABC transporter membrane protein,membrane
PFLU0228,PFLU_0228,PFLU_0228,putative amino acid ABC transporter membrane protein,transmembrane transport
PFLU0228,PFLU_0228,PFLU_0228,putative amino acid ABC transporter membrane protein,integral component of membrane
PFLU0228,PFLU_0228,PFLU_0228,putative amino acid ABC transporter membrane protein,transmembrane transporter activity
PFLU0228,PFLU_0228,PFLU_0228,putative amino acid ABC transporter membrane protein,ATP-binding cassette (ABC) transporter complex
PFLU0228,PFLU_0228,PFLU_0228,putative amino acid ABC transporter membrane protein,nitrogen compound transport
PFLU0229,PFLU_0229,gluA,glutamate ABC transporter ATP-binding protein,ATP binding
PFLU0229,PFLU_0229,gluA,glutamate ABC transporter ATP-binding protein,ATPase activity
PFLU0229,PFLU_0229,gluA,glutamate ABC transporter ATP-binding protein,amino acid transmembrane transport
PFLU0229,PFLU_0229,gluA,glutamate ABC transporter ATP-binding protein,ATPase-coupled amino acid transmembrane transporter activity
PFLU0231,PFLU_0231,PFLU_0231,hypothetical protein,ATP binding
PFLU0232,PFLU_0232,PFLU_0232,putative lipoprotein,membrane
PFLU0232,PFLU_0232,PFLU_0232,putative lipoprotein,transmembrane transporter activity
PFLU0232,PFLU_0232,PFLU_0232,putative lipoprotein,transmembrane transport
PFLU0233,PFLU_0233,PFLU_0233,putative lipoprotein,membrane
PFLU0233,PFLU_0233,PFLU_0233,putative lipoprotein,transmembrane transporter activity
PFLU0233,PFLU_0233,PFLU_0233,putative lipoprotein,transmembrane transport
PFLU0234,PFLU_0234,PFLU_0234,putative transporter-like membrane protein,membrane
PFLU0234,PFLU_0234,PFLU_0234,putative transporter-like membrane protein,transmembrane transporter activity
PFLU0234,PFLU_0234,PFLU_0234,putative transporter-like membrane protein,transmembrane transport
PFLU0237,PFLU_0237,PFLU_0237,amino acid ABC transporter permease,membrane
PFLU0237,PFLU_0237,PFLU_0237,amino acid ABC transporter permease,transmembrane transport
PFLU0238,PFLU_0238,PFLU_0238,amino acid ABC transporter ATP-binding protein,ATP binding
PFLU0238,PFLU_0238,PFLU_0238,amino acid ABC transporter ATP-binding protein,ATPase activity
PFLU0240,PFLU_0240,PFLU_0240,putative monooxygenase,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
PFLU0240,PFLU_0240,PFLU_0240,putative monooxygenase,oxidation-reduction process
PFLU0240,PFLU_0240,PFLU_0240,putative monooxygenase,monooxygenase activity
PFLU0241,PFLU_0241,PFLU_0241,putative acyl-CoA dehydrogenase,"oxidoreductase activity, acting on the CH-CH group of donors"
PFLU0241,PFLU_0241,PFLU_0241,putative acyl-CoA dehydrogenase,oxidation-reduction process
PFLU0241,PFLU_0241,PFLU_0241,putative acyl-CoA dehydrogenase,flavin adenine dinucleotide binding
PFLU0242,PFLU_0242,PFLU_0242,putative dehydrogenase,"oxidoreductase activity, acting on the CH-CH group of donors"
PFLU0242,PFLU_0242,PFLU_0242,putative dehydrogenase,oxidation-reduction process
PFLU0242,PFLU_0242,PFLU_0242,putative dehydrogenase,flavin adenine dinucleotide binding
PFLU0244,PFLU_0244,PFLU_0244,amino acid ABC transporter ATP-binding protein,ATP binding
PFLU0244,PFLU_0244,PFLU_0244,amino acid ABC transporter ATP-binding protein,ATPase activity
PFLU0244,PFLU_0244,PFLU_0244,amino acid ABC transporter ATP-binding protein,amino acid transmembrane transport
PFLU0244,PFLU_0244,PFLU_0244,amino acid ABC transporter ATP-binding protein,ATPase-coupled amino acid transmembrane transporter activity
PFLU0245,PFLU_0245,PFLU_0245,putative ABC transporter permease,membrane
PFLU0245,PFLU_0245,PFLU_0245,putative ABC transporter permease,transmembrane transport
PFLU0245,PFLU_0245,PFLU_0245,putative ABC transporter permease,integral component of membrane
PFLU0245,PFLU_0245,PFLU_0245,putative ABC transporter permease,transmembrane transporter activity
PFLU0245,PFLU_0245,PFLU_0245,putative ABC transporter permease,ATP-binding cassette (ABC) transporter complex
PFLU0245,PFLU_0245,PFLU_0245,putative ABC transporter permease,nitrogen compound transport
PFLU0246,PFLU_0246,PFLU_0246,cystine transporter subunit,ligand-gated ion channel activity
PFLU0246,PFLU_0246,PFLU_0246,cystine transporter subunit,membrane
PFLU0247,PFLU_0247,dcyD,D-cysteine desulfhydrase,catalytic activity
PFLU0248,PFLU_0248,srpH,serine acetyltransferase,cytoplasm
PFLU0248,PFLU_0248,srpH,serine acetyltransferase,cysteine biosynthetic process from serine
PFLU0248,PFLU_0248,srpH,serine acetyltransferase,serine O-acetyltransferase activity
PFLU0249,PFLU_0249,PFLU_0249,putative choline/betaine transporter-like membrane protein,membrane
PFLU0249,PFLU_0249,PFLU_0249,putative choline/betaine transporter-like membrane protein,transmembrane transporter activity
PFLU0249,PFLU_0249,PFLU_0249,putative choline/betaine transporter-like membrane protein,nitrogen compound transport
PFLU0250,PFLU_0250,PFLU_0250,hypothetical protein,integral component of membrane
PFLU0252,PFLU_0252,tauD,taurine dioxygenase,oxidoreductase activity
PFLU0252,PFLU_0252,tauD,taurine dioxygenase,oxidation-reduction process
PFLU0253,PFLU_0253,tauC,taurine ABC transporter permease,membrane
PFLU0253,PFLU_0253,tauC,taurine ABC transporter permease,transmembrane transport
PFLU0254,PFLU_0254,tauB,taurine transporter ATP-binding subunit,ATP binding
PFLU0254,PFLU_0254,tauB,taurine transporter ATP-binding subunit,ATPase activity
PFLU0254,PFLU_0254,tauB,taurine transporter ATP-binding subunit,ATPase-coupled taurine transporter activity
PFLU0254,PFLU_0254,tauB,taurine transporter ATP-binding subunit,taurine transport
PFLU0254,PFLU_0254,tauB,taurine transporter ATP-binding subunit,membrane
PFLU0255,PFLU_0255,tauA,taurine ABC transporter substrate-binding periplasmic protein,taurine transport
PFLU0255,PFLU_0255,tauA,taurine ABC transporter substrate-binding periplasmic protein,periplasmic space
PFLU0256,PFLU_0256,gshA,glutamate--cysteine ligase,glutamate-cysteine ligase activity
PFLU0256,PFLU_0256,gshA,glutamate--cysteine ligase,glutathione biosynthetic process
PFLU0256,PFLU_0256,gshA,glutamate--cysteine ligase,catalytic activity
PFLU0258,PFLU_0258,PFLU_0258,putative S1 RNA-binding domain protein,nucleic acid binding
PFLU0258,PFLU_0258,PFLU_0258,putative S1 RNA-binding domain protein,nucleobase-containing compound metabolic process
PFLU0259,PFLU_0259,ompR,osmolarity response regulator,phosphorelay signal transduction system
PFLU0259,PFLU_0259,ompR,osmolarity response regulator,DNA binding
PFLU0259,PFLU_0259,ompR,osmolarity response regulator,"regulation of transcription, DNA-templated"
PFLU0260,PFLU_0260,envZ,osmolarity-sensing histidine-kinase,signal transduction
PFLU0260,PFLU_0260,envZ,osmolarity-sensing histidine-kinase,integral component of membrane
PFLU0260,PFLU_0260,envZ,osmolarity-sensing histidine-kinase,phosphorelay sensor kinase activity
PFLU0260,PFLU_0260,envZ,osmolarity-sensing histidine-kinase,phosphorylation
PFLU0260,PFLU_0260,envZ,osmolarity-sensing histidine-kinase,"transferase activity, transferring phosphorus-containing groups"
PFLU0261,PFLU_0261,rimK,ribosomal protein S6 modification protein,ATP binding
PFLU0261,PFLU_0261,rimK,ribosomal protein S6 modification protein,metal ion binding
PFLU0261,PFLU_0261,rimK,ribosomal protein S6 modification protein,cellular protein modification process
PFLU0264,PFLU_0264,hslR,heat shock protein 15,RNA binding
PFLU0264,PFLU_0264,hslR,heat shock protein 15,DNA binding
PFLU0264,PFLU_0264,hslR,heat shock protein 15,single-stranded RNA binding
PFLU0264,PFLU_0264,hslR,heat shock protein 15,cellular response to heat
PFLU0264,PFLU_0264,hslR,heat shock protein 15,ribosomal large subunit binding
